"token ID";"tokens";"POStags";"lemmas";"namedEntities"
"t2602";"eine";"PIS";"ein";""
"t2603";":";"$.";":";""
"t2604";"drei";"CARD";"drei";""
"t2605";"Strich";"NN";"Strich";""
"t2606";"mit";"APPR";"mit";""
"t2607";"dem";"ART";"d";""
"t2608";"Scheitelkamm";"NN";"<unknown>";""
"t2609";"und";"KON";"und";""
"t2610";"der";"ART";"d";""
"t2611";"Hauptschmuck";"NN";"Hauptschmuck";""
"t2612";"war";"VAFIN";"sein";""
"t2613";"fertig";"ADJD";"fertig";""
"t2614";".";"$.";".";""
"t2615";"Ob";"KOUS";"ob";""
"t2616";"der";"ART";"d";""
"t2617";"mitteilsame";"ADJA";"<unknown>";""
"t2618";"Charakter";"NN";"Charakter";""
"t2619";"dieses";"PDAT";"dies";""
"t2620";"Burschen";"NN";"Bursche";""
"t2621";"zu";"APPR";"zu";""
"t2622";"dem";"ART";"d";""
"t2623";"des";"ART";"d";""
"t2624";"Phileas";"NE";"Philea";"B-PER"
"t2625";"Fogg";"NE";"<unknown>";"I-PER"
"t2626";"passen";"VVINF";"passen";""
"t2627";"würde";"VAFIN";"werden";""
"t2628";",";"$,";",";""
"t2629";"war";"VAFIN";"sein";""
"t2630";"der";"ART";"d";""
"t2631";"einfachsten";"ADJA";"einfach";""
"t2632";"Voraussicht";"NN";"Voraussicht";""
"t2633";"nicht";"PTKNEG";"nicht";""
"t2634";"möglich";"ADJD";"möglich";""
"t2635";"zu";"PTKZU";"zu";""
"t2636";"sagen";"VVINF";"sagen";""
"t2637";".";"$.";".";""
"t2638";"Sollte";"VMFIN";"sollen";""
"t2639";"wohl";"ADV";"wohl";""
"t2640";"Passepartout";"NN";"Passepartout";""
"t2641";"der";"ART";"d";""
"t2642";"so";"ADV";"so";""
"t2643";"gründlich";"ADJD";"gründlich";""
"t2644";"exakte";"ADJA";"exakt";""
"t2645";"Diener";"NN";"Diener";""
"t2646";"sein";"VAINF";"sein";""
"t2647";",";"$,";",";""
"t2648";"dessen";"PRELAT";"d";""
"t2649";"sein";"PPOSAT";"sein";""
"t2650";"Herr";"NN";"Herr";""
"t2651";"bedurfte";"VVFIN";"bedurfte";""
"t2652";"?";"$.";"?";""
"t2653";"Das";"PDS";"d";""
"t2654";"ließe";"VVFIN";"lassen";""
"t2655";"sich";"PRF";"er|es|sie";""
"t2656";"nur";"ADV";"nur";""
"t2657";"aus";"APPR";"aus";""
"t2658";"der";"ART";"d";""
"t2659";"Erfahrung";"NN";"Erfahrung";""
"t2660";"abnehmen";"VVINF";"abnehmen";""
"t2661";".";"$.";".";""
"t2662";"Nachdem";"KOUS";"nachdem";""
"t2663";"er";"PPER";"er";""
"t2664";",";"$,";",";""
"t2665";"wie";"KOUS";"wie";""
"t2666";"wir";"PPER";"wir";""
"t2667";"wissen";"VVFIN";"wissen";""
"t2668";",";"$,";",";""
"t2669";"eine";"ART";"ein";""
"t2670";"ziemlich";"ADV";"ziemlich";""
"t2671";"vagabundierende";"ADJA";"vagabundierend";""
"t2672";"Jugend";"NN";"Jugend";""
"t2673";"gehabt";"VAPP";"haben";""
"t2674";",";"$,";",";""
"t2675";"trachtete";"VVFIN";"trachten";""
"t2676";"er";"PPER";"er";""
"t2677";"nach";"APPR";"nach";""
"t2678";"einem";"ART";"ein";""
"t2679";"ruhigen";"ADJA";"ruhig";""
"t2680";"Leben";"NN";"Leben";""
"t2681";".";"$.";".";""
"t2682";"Da";"KOUS";"da";""
"t2683";"man";"PIS";"man";""
"t2684";"ihm";"PPER";"er";""
"t2685";"die";"ART";"d";""
"t2686";"regelmäßige";"ADJA";"regelmäßig";""
"t2687";"Pünktlichkeit";"NN";"Pünktlichkeit";""
"t2688";"und";"KON";"und";""
"t2689";"sprichwörtliche";"ADJA";"sprichwörtlich";""
"t2690";"Kälte";"NN";"Kälte";""
"t2691";"der";"ART";"d";""
"t2692";"Gentlemen";"NN";"Gentleman";""
"t2693";"gepriesen";"VVPP";"preis";""
"t2694";"hatte";"VAFIN";"haben";""
"t2695";",";"$,";",";""
"t2696";"so";"ADV";"so";""
"t2697";"versuchte";"VVFIN";"versuchen";""
"t2698";"er";"PPER";"er";""
"t2699";"in";"APPR";"in";""
"t2700";"England";"NE";"England";"B-GPE"
"t2701";"sein";"PPOSAT";"sein";""
"t2702";"Glück";"NN";"Glück";""
"t2703";".";"$.";".";""
"t2704";"Aber";"KON";"aber";""
"t2705";"bisher";"ADV";"bisher";""
"t2706";"hatte";"VAFIN";"haben";""
"t2707";"der";"ART";"d";""
"t2708";"Zufall";"NN";"Zufall";""
"t2709";"ihm";"PPER";"er";""
"t2710";"schlecht";"ADJD";"schlecht";""
"t2711";"gedient";"VVPP";"dienen";""
"t2712";";";"$.";";";""
"t2713";"er";"PPER";"er";""
"t2714";"hatte";"VAFIN";"haben";""
"t2715";"nirgends";"ADV";"nirgends";""
"t2716";"Wurzel";"NN";"Wurzel";""
"t2717";"fassen";"VVINF";"fassen";""
"t2718";"können";"VMINF";"können";""
"t2719";",";"$,";",";""
"t2720";"und";"KON";"und";""
"t2721";"schon";"ADV";"schon";""
"t2722";"zehnmal";"ADV";"zehnmal";""
"t2723";"den";"ART";"d";""
"t2724";"Herrn";"NN";"Herr";""
"t2725";"gewechselt";"VVPP";"wechseln";""
"t2726";".";"$.";".";""
"t2727";"Überall";"ADV";"überall";""
"t2728";"war";"VAFIN";"sein";""
"t2729";"man";"PIS";"man";""
"t2730";"fantastisch";"ADJD";"fantastisch";""
"t2731";",";"$,";",";""
"t2732";"ungleich";"ADJD";"ungleich";""
"t2733";",";"$,";",";""
"t2734";"abenteuerlich";"ADJD";"abenteuerlich";""
"t2735";",";"$,";",";""
"t2736";"von";"APPR";"von";""
"t2737";"Land";"NN";"Land";""
"t2738";"zu";"APPR";"zu";""
"t2739";"Land";"NN";"Land";""
"t2740";"schweifend";"ADJD";"schweifend";""
"t2741";"–";"ADJD";"<unknown>";""
"t2742";"was";"PIS";"was";""
"t2743";"für";"APPR";"für";""
"t2744";"Passepartout";"NN";"Passepartout";""
"t2745";"nicht";"PTKNEG";"nicht";""
"t2746";"mehr";"ADV";"mehr";""
"t2747";"passen";"VVINF";"passen";""
"t2748";"konnte";"VMFIN";"können";""
"t2749";".";"$.";".";""
"t2750";"Sein";"PPOSAT";"sein";""
"t2751";"letzter";"ADJA";"letzt";""
"t2752";"Herr";"NN";"Herr";""
"t2753";",";"$,";",";""
"t2754";"der";"ART";"d";""
"t2755";"junge";"ADJA";"jung";""
"t2756";"Lord";"NN";"Lord";""
"t2757";"Longsferry";"NE";"<unknown>";"B-PER"
"t2758";",";"$,";",";""
"t2759";"Parlamentsmitglied";"NN";"Parlamentsmitglied";""
"t2760";",";"$,";",";""
"t2761";"kam";"VVFIN";"kommen";""
"t2762";"oft";"ADV";"oft";""
"t2763";",";"$,";",";""
"t2764";"wenn";"KOUS";"wenn";""
"t2765";"er";"PPER";"er";""
"t2766";"seine";"PPOSAT";"sein";""
"t2767";"Nacht";"NN";"Nacht";""
"t2768";"in";"APPR";"in";""
"t2769";"den";"ART";"d";""
"t2770";"»";"$(";"»";""
"t2771";"Austernstuben";"NN";"<unknown>";""
"t2772";"«";"$(";"«";""
"t2773";"Haymarkets";"NN";"<unknown>";""
"t2774";"verbracht";"VVPP";"verbringen";""
"t2775";",";"$,";",";""
"t2776";"auf";"APPR";"auf";""
"t2777";"den";"ART";"d";""
"t2778";"Schultern";"NN";"Schulter|Schultern";""
"t2779";"der";"ART";"d";""
"t2780";"Polizeileute";"NN";"<unknown>";""
"t2781";"nach";"APPR";"nach";""
"t2782";"Hause";"NN";"Haus";""
"t2783";".";"$.";".";""
"t2784";"Passepartout";"NN";"Passepartout";""
"t2785";",";"$,";",";""
"t2786";"der";"PRELS";"d";""
"t2787";"vor";"APPR";"vor";""
"t2788";"allen";"PIAT";"alle";""
"t2789";"Dingen";"NN";"Ding|Dingen";""
"t2790";"seines";"PPOSAT";"sein";""
"t2791";"Herrn";"NN";"Herr";""
"t2792";"Ehre";"NN";"Ehre";""
"t2793";"wahren";"VVINF";"wahren";""
"t2794";"wollte";"VMFIN";"wollen";""
"t2795";",";"$,";",";""
"t2796";"wagte";"VVFIN";"wagen";""
"t2797";"einige";"PIAT";"einige";""
"t2798";"respektvolle";"ADJA";"respektvoll";""
"t2799";"Bemerkungen";"NN";"Bemerkung";""
"t2800";",";"$,";",";""
"t2801";"die";"ART";"d";""
"t2802";"üble";"ADJA";"übel";""
"t2803";"Aufnahme";"NN";"Aufnahme";""
"t2804";"fanden";"VVFIN";"finden";""
"t2805";",";"$,";",";""
"t2806";"und";"KON";"und";""
"t2807";"er";"PPER";"er";""
"t2808";"verließ";"VVFIN";"verlassen";""
"t2809";"den";"ART";"d";""
"t2810";"Dienst";"NN";"Dienst";""
"t2811";".";"$.";".";""
"t2812";"Darauf";"PROAV";"darauf";""
"t2813";"hörte";"VVFIN";"hören";""
"t2814";"er";"PPER";"er";""
"t2815";",";"$,";",";""
"t2816";"Phileas";"NE";"Philea";"B-PER"
"t2817";"Fogg";"NE";"<unknown>";"I-PER"
"t2818";",";"$,";",";""
"t2819";"Esq.";"NE";"<unknown>";"B-PER"
"t2820";",";"$,";",";""
"t2821";"suche";"VVFIN";"suchen";""
"t2822";"einen";"ART";"ein";""
"t2823";"Diener";"NN";"Diener";""
"t2824";",";"$,";",";""
"t2825";"und";"KON";"und";""
"t2826";"erkundigte";"VVFIN";"erkundigen";""
"t2827";"sich";"PRF";"er|es|sie";""
"t2828";"über";"APPR";"über";""
"t2829";"ihn";"PPER";"er";""
"t2830";".";"$.";".";""
"t2831";"Ein";"ART";"eine";""
"t2832";"Mann";"NN";"Mann";""
"t2833";"von";"APPR";"von";""
"t2834";"so";"ADV";"so";""
"t2835";"geregeltem";"ADJA";"geregelt";""
"t2836";"Leben";"NN";"Leben";""
"t2837";",";"$,";",";""
"t2838";"der";"PRELS";"d";""
"t2839";"nicht";"PTKNEG";"nicht";""
"t2840";"auswärts";"ADV";"auswärts";""
"t2841";"schlief";"VVFIN";"schlafen";""
"t2842";",";"$,";",";""
"t2843";"keine";"PIAT";"kein";""
"t2844";"Reisen";"NN";"Reise|Reisen";""
"t2845";"machte";"VVFIN";"machen";""
"t2846";",";"$,";",";""
"t2847";"niemals";"ADV";"niemals";""
"t2848";"auch";"ADV";"auch";""
"t2849";"nur";"ADV";"nur";""
"t2850";"einen";"ART";"ein";""
"t2851";"Tag";"NN";"Tag";""
"t2852";"abwesend";"ADJD";"abwesend";""
"t2853";"war";"VAFIN";"sein";""
"t2854";",";"$,";",";""
"t2855";"konnte";"VMFIN";"können";""
"t2856";"ihm";"PPER";"er";""
"t2857";"nur";"ADV";"nur";""
"t2858";"angenehm";"ADJD";"angenehm";""
"t2859";"sein";"VAINF";"sein";""
"t2860";".";"$.";".";""
"t2861";"Er";"PPER";"er";""
"t2862";"stellte";"VVFIN";"stellen";""
"t2863";"sich";"PRF";"er|es|sie";""
"t2864";"vor";"PTKVZ";"vor";""
"t2865";"und";"KON";"und";""
"t2866";"wurde";"VAFIN";"werden";""
"t2867";",";"$,";",";""
"t2868";"wie";"KOUS";"wie";""
"t2869";"wir";"PPER";"wir";""
"t2870";"wissen";"VVFIN";"wissen";""
"t2871";",";"$,";",";""
"t2872";"angenommen";"VVPP";"annehmen";""
"t2873";".";"$.";".";""
"t2874";"Passepartout";"NN";"Passepartout";""
"t2875";"befand";"VVFIN";"befinden";""
"t2876";"sich";"PRF";"er|es|sie";""
"t2877";"also";"ADV";"also";""
"t2878";",";"$,";",";""
"t2879";"nachdem";"KOUS";"nachdem";""
"t2880";"halb";"ADJD";"halb";""
"t2881";"zwölf";"CARD";"zwölf";""
"t2882";"vorüber";"ADV";"vorüber";""
"t2883";"war";"VAFIN";"sein";""
"t2884";",";"$,";",";""
"t2885";"allein";"ADV";"allein";""
"t2886";"im";"APPRART";"im";""
"t2887";"Hause";"NN";"Haus";""
"t2888";"der";"ART";"d";""
"t2889";"Savile";"NN";"<unknown>";""
"t2890";"Row";"NE";"<unknown>";"B-ORG"
"t2891";".";"$.";".";""
"t2892";"Sogleich";"ADV";"sogleich";""
"t2893";"machte";"VVFIN";"machen";""
"t2894";"er";"PPER";"er";""
"t2895";"sich";"PRF";"er|es|sie";""
"t2896";"daran";"PROAV";"daran";""
"t2897";",";"$,";",";""
"t2898";"es";"PPER";"es";""
"t2899";"vom";"APPRART";"vom";""
"t2900";"Keller";"NE";"Keller";"B-PER"
"t2901";"bis";"KON";"bis";""
"t2902";"zum";"APPRART";"zum";""
"t2903";"Speicher";"NN";"Speicher";""
"t2904";"zu";"PTKZU";"zu";""
"t2905";"besichtigen";"VVINF";"besichtigen";""
"t2906";".";"$.";".";""
"t2907";"Dieses";"PDAT";"dies";""
"t2908";"reinliche";"ADJA";"reinlich";""
"t2909";",";"$,";",";""
"t2910";"geordnete";"ADJA";"geordnet";""
"t2911";",";"$,";",";""
"t2912";"strenge";"ADJA";"streng";""
"t2913";",";"$,";",";""
"t2914";"puritanische";"ADJA";"puritanisch";""
"t2915";",";"$,";",";""
"t2916";"wohl";"ADV";"wohl";""
"t2917";"für";"APPR";"für";""
"t2918";"den";"ART";"d";""
"t2919";"Dienst";"NN";"Dienst";""
"t2920";"eingerichtete";"ADJA";"eingerichtet";""
"t2921";"Haus";"NN";"Haus";""
"t2922";"gefiel";"VVFIN";"gefallen";""
"t2923";"ihm";"PPER";"er";""
"t2924";".";"$.";".";""
"t2925";"Es";"PPER";"es";""
"t2926";"machte";"VVFIN";"machen";""
"t2927";"auf";"APPR";"auf";""
"t2928";"ihn";"PPER";"er";""
"t2929";"den";"ART";"d";""
"t2930";"Eindruck";"NN";"Eindruck";""
"t2931";"eines";"ART";"ein";""
"t2932";"schönen";"ADJA";"schön";""
"t2933";"Schneckenhauses";"NN";"<unknown>";""
"t2934";",";"$,";",";""
"t2935";"das";"PRELS";"d";""
"t2936";"jedoch";"ADV";"jedoch";""
"t2937";"mit";"APPR";"mit";""
"t2938";"Gas";"NN";"Gas";""
"t2939";"erleuchtet";"VVPP";"erleuchten";""
"t2940";"und";"KON";"und";""
"t2941";"geheizt";"VVPP";"heizen";""
"t2942";"war";"VAFIN";"sein";""
"t2943";",";"$,";",";""
"t2944";"denn";"KON";"denn";""
"t2945";"der";"ART";"d";""
"t2946";"kohlenstoffhaltige";"ADJA";"<unknown>";""
"t2947";"Wasserstoff";"NN";"Wasserstoff";""
"t2948";"war";"VAFIN";"sein";""
"t2949";"darin";"PROAV";"darin";""
"t2950";"hinreichend";"ADJD";"hinreichend";""
"t2951";"für";"APPR";"für";""
"t2952";"alle";"PIAT";"alle";""
"t2953";"Bedürfnisse";"NN";"Bedürfnis";""
"t2954";"der";"ART";"d";""
"t2955";"Beleuchtung";"NN";"Beleuchtung";""
"t2956";"und";"KON";"und";""
"t2957";"Erwärmung";"NN";"Erwärmung";""
"t2958";".";"$.";".";""
"t2959";"Passepartout";"NN";"Passepartout";""
"t2960";"fand";"VVFIN";"finden";""
"t2961";"leicht";"ADJD";"leicht";""
"t2962";"im";"APPRART";"im";""
"t2963";"zweiten";"ADJA";"zweit";""
"t2964";"Stock";"NN";"Stock";""
"t2965";"das";"ART";"d";""
"t2966";"für";"APPR";"für";""
"t2967";"ihn";"PPER";"er";""
"t2968";"bestimmte";"ADJA";"bestimmt";""
"t2969";"Zimmer";"NN";"Zimmer";""
"t2970";",";"$,";",";""
"t2971";"und";"KON";"und";""
"t2972";"es";"PPER";"es";""
"t2973";"gefiel";"VVFIN";"gefallen";""
"t2974";"ihm";"PPER";"er";""
"t2975";".";"$.";".";""
"t2976";"Durch";"APPR";"durch";""
"t2977";"elektrische";"ADJA";"elektrisch";""
"t2978";"Glocken";"NN";"Glocke";""
"t2979";"und";"KON";"und";""
"t2980";"Hörrohre";"NN";"Hörrohr";""
"t2981";"stand";"VVFIN";"stehen";""
"t2982";"es";"PPER";"es";""
"t2983";"mit";"APPR";"mit";""
"t2984";"den";"ART";"d";""
"t2985";"Gemächern";"NN";"<unknown>";""
"t2986";"des";"ART";"d";""
"t2987";"Zwischenstocks";"NN";"<unknown>";""
"t2988";"und";"KON";"und";""
"t2989";"der";"ART";"d";""
"t2990";"ersten";"ADJA";"erst";""
"t2991";"Etage";"NN";"Etage";""
"t2992";"in";"APPR";"in";""
"t2993";"Verbindung";"NN";"Verbindung";""
"t2994";"!";"$.";"!";""
"t2995";"Auf";"APPR";"auf";""
"t2996";"dem";"ART";"d";""
"t2997";"Kamin";"NN";"Kamin";""
"t2998";"stand";"VVFIN";"stehen";""
"t2999";"eine";"ART";"ein";""
"t3000";"elektrische";"ADJA";"elektrisch";""
"t3001";"Uhr";"NN";"Uhr";""
"t3002";",";"$,";",";""
"t3003";"welche";"PRELS";"welch";""
"t3004";"mit";"APPR";"mit";""
"t3005";"der";"ART";"d";""
"t3006";"Uhr";"NN";"Uhr";""
"t3007";"im";"APPRART";"im";""
"t3008";"Schlafzimmer";"NN";"Schlafzimmer";""
"t3009";"von";"APPR";"von";""
"t3010";"Phileas";"NE";"Philea";"B-PER"
"t3011";"Fogg";"NE";"<unknown>";"I-PER"
"t3012";"übereinstimmte";"VVFIN";"übereinstimmen";""
"t3013";",";"$,";",";""
"t3014";"und";"KON";"und";""
"t3015";"beide";"PIS";"beide";""
"t3016";"schlugen";"VVFIN";"schlagen";""
"t3017";"in";"APPR";"in";""
"t3018";"demselben";"PDAT";"derselbe";""
"t3019";"Augenblick";"NN";"Augenblick";""
"t3020";"dieselbe";"PDAT";"dieselbe";""
"t3021";"Sekunde";"NN";"Sekunde";""
"t3022";".";"$.";".";""
"t3023";"»";"$(";"»";""
"t3024";"Das";"PDS";"d";""
"t3025";"steht";"VVFIN";"stehen";""
"t3026";"mir";"PPER";"ich";""
"t3027";"an";"PTKVZ";"an";""
"t3028";",";"$,";",";""
"t3029";"das";"PDS";"d";""
"t3030";"gefällt";"VVFIN";"gefallen";""
"t3031";"mir";"PPER";"ich";""
"t3032";"!";"$.";"!";""
"t3033";"«";"$(";"«";""
"t3034";"sagte";"VVFIN";"sagen";""
"t3035";"Passepartout";"NN";"Passepartout";""
"t3036";".";"$.";".";""
"t3037";"Er";"PPER";"er";""
"t3038";"bemerkte";"VVFIN";"bemerken";""
"t3039";"auch";"ADV";"auch";""
"t3040";"in";"APPR";"in";""
"t3041";"seinem";"PPOSAT";"sein";""
"t3042";"Zimmer";"NN";"Zimmer";""
"t3043";"über";"APPR";"über";""
"t3044";"der";"ART";"d";""
"t3045";"Standuhr";"NN";"Standuhr";""
"t3046";"ein";"ART";"ein";""
"t3047";"Merkblatt";"NN";"Merkblatt";""
"t3048";"angeheftet";"VVPP";"anheften";""
"t3049";",";"$,";",";""
"t3050";"mit";"APPR";"mit";""
"t3051";"der";"ART";"d";""
"t3052";"Vorschrift";"NN";"Vorschrift";""
"t3053";"des";"ART";"d";""
"t3054";"täglichen";"ADJA";"täglich";""
"t3055";"Dienstes";"NN";"Dienst";""
"t3056";".";"$.";".";""
"t3057";"Dasselbe";"PDS";"dasselbe";""
"t3058";"enthielt";"VVFIN";"enthalten";""
"t3059";"–";"NN";"<unknown>";""
"t3060";"von";"APPR";"von";""
"t3061";"acht";"CARD";"acht";""
"t3062";"Uhr";"NN";"Uhr";""
"t3063";"vormittags";"ADV";"vormittags";""
"t3064";",";"$,";",";""
"t3065";"der";"ART";"d";""
"t3066";"regelmäßigen";"ADJA";"regelmäßig";""
"t3067";"Zeit";"NN";"Zeit";""
"t3068";",";"$,";",";""
"t3069";"wo";"PWAV";"wo";""
"t3070";"Phileas";"NE";"Philea";"B-PER"
"t3071";"Fogg";"NE";"<unknown>";"I-PER"
"t3072";"aufstand";"VVFIN";"aufstehen";""
"t3073";",";"$,";",";""
"t3074";"bis";"APPR";"bis";""
"t3075";"zu";"PTKA";"zu";""
"t3076";"halb";"ADJD";"halb";""
"t3077";"zwölf";"CARD";"zwölf";""
"t3078";",";"$,";",";""
"t3079";"da";"KOUS";"da";""
"t3080";"er";"PPER";"er";""
"t3081";"zum";"APPRART";"zum";""
"t3082";"Frühstücken";"NN";"Frühstück";""
"t3083";"sich";"PRF";"er|es|sie";""
"t3084";"auf";"APPR";"auf";""
"t3085";"den";"ART";"d";""
"t3086";"Reformclub";"NN";"<unknown>";""
"t3087";"begab";"VVFIN";"begeben";""
"t3088";"–";"ADJD";"<unknown>";""
"t3089";"alle";"PIAT";"alle";""
"t3090";"Einzelheiten";"NN";"Einzelheit";""
"t3091";"des";"ART";"d";""
"t3092";"Dienstes";"NN";"Dienst";""
"t3093";":";"$.";":";""
"t3094";"Tee";"NN";"Tee";""
"t3095";"und";"KON";"und";""
"t3096";"geröstete";"ADJA";"geröstet";""
"t3097";"Brotschnitten";"NN";"<unknown>";""
"t3098";"um";"APPR";"um";""
"t3099";"acht";"CARD";"acht";""
"t3100";"Uhr";"NN";"Uhr";""
"t3101";"dreiundzwanzig";"CARD";"dreiundzwanzig";""
"t3102";"Minuten";"NN";"Minute";""
"t3103";";";"$.";";";""
"t3104";"Wasser";"NN";"Wasser";""
"t3105";"zum";"APPRART";"zum";""
"t3106";"Rasieren";"NN";"Rasieren";""
"t3107";"um";"APPR";"um";""
"t3108";"neun";"CARD";"neun";""
"t3109";"Uhr";"NN";"Uhr";""
"t3110";"siebenunddreißig";"CARD";"siebenunddreißig";""
"t3111";";";"$.";";";""
"t3112";"Frisieren";"NN";"Frisieren";""
"t3113";"um";"APPR";"um";""
"t3114";"neun";"CARD";"neun";""
"t3115";"Uhr";"NN";"Uhr";""
"t3116";"vierzig";"CARD";"vierzig";""
"t3117";",";"$,";",";""
"t3118";"usw.";"ADV";"usw.";""
"t3119";".";"$.";".";""
"t3120";"Nachher";"ADV";"nachher";""
"t3121";"von";"APPR";"von";""
"t3122";"halb";"ADJD";"halb";""
"t3123";"zwölf";"CARD";"zwölf";""
"t3124";"vormittags";"ADV";"vormittags";""
"t3125";"bis";"APPR";"bis";""
"t3126";"zu";"APPR";"zu";""
"t3127";"zwölf";"CARD";"zwölf";""
"t3128";"Uhr";"NN";"Uhr";""
"t3129";"nachts";"ADV";"nachts";""
"t3130";",";"$,";",";""
"t3131";"wo";"PWAV";"wo";""
"t3132";"der";"ART";"d";""
"t3133";"methodische";"ADJA";"methodisch";""
"t3134";"Gentleman";"NN";"Gentleman";""
"t3135";"zu";"APPR";"zu";""
"t3136";"Bette";"NN";"Bett";""
"t3137";"ging";"VVFIN";"gehen";""
"t3138";",";"$,";",";""
"t3139";"war";"VAFIN";"sein";""
"t3140";"alles";"PIS";"alle";""
"t3141";"aufgezeichnet";"VVPP";"aufzeichnen";""
"t3142";",";"$,";",";""
"t3143";"vorgesehen";"VVPP";"vorsehen";""
"t3144";",";"$,";",";""
"t3145";"geregelt";"VVPP";"regeln";""
"t3146";".";"$.";".";""
"t3147";"Passepartout";"NN";"Passepartout";""
"t3148";"machte";"VVFIN";"machen";""
"t3149";"sich";"PRF";"er|es|sie";""
"t3150";"eine";"ART";"ein";""
"t3151";"Freude";"NN";"Freude";""
"t3152";"daraus";"PROAV";"daraus";""
"t3153";",";"$,";",";""
"t3154";"dies";"PDS";"dies";""
"t3155";"Programm";"NN";"Programm";""
"t3156";"zu";"PTKZU";"zu";""
"t3157";"studieren";"VVINF";"studieren";""
"t3158";"und";"KON";"und";""
"t3159";"dessen";"PRELAT";"d";""
"t3160";"verschiedene";"ADJA";"verschieden";""
"t3161";"Artikel";"NN";"Artikel";""
"t3162";"seinem";"PPOSAT";"sein";""
"t3163";"Geist";"NN";"Geist";""
"t3164";"einzuprägen";"VVIZU";"einprägen";""
"t3165";".";"$.";".";""
"t3166";"Die";"ART";"d";""
"t3167";"Garderobe";"NN";"Garderobe";""
"t3168";"des";"ART";"d";""
"t3169";"Herrn";"NN";"Herr";""
"t3170";"war";"VAFIN";"sein";""
"t3171";"sehr";"ADV";"sehr";""
"t3172";"gut";"ADJD";"gut";""
"t3173";"ausgestattet";"VVPP";"ausgestatten|ausstatten";""
"t3174";"und";"KON";"und";""
"t3175";"merkwürdig";"ADJD";"merkwürdig";""
"t3176";"gehaltreich";"ADJD";"<unknown>";""
"t3177";".";"$.";".";""
"t3178";"Jede";"PIAT";"jed";""
"t3179";"Hose";"NN";"Hose";""
"t3180";",";"$,";",";""
"t3181";"jeder";"PIAT";"jed";""
"t3182";"Rock";"NN";"Rock";""
"t3183";"oder";"KON";"oder";""
"t3184";"Weste";"NN";"Weste";""
"t3185";"war";"VAFIN";"sein";""
"t3186";"mit";"APPR";"mit";""
"t3187";"einer";"ART";"ein";""
"t3188";"Ordnungsnummer";"NN";"Ordnungsnummer";""
"t3189";"versehen";"VVPP";"versehen";""
"t3190";",";"$,";",";""
"t3191";"die";"PRELS";"d";""
"t3192";"in";"APPR";"in";""
"t3193";"einem";"ART";"ein";""
"t3194";"Register";"NN";"Register";""
"t3195";"eingetragen";"VVPP";"eintragen";""
"t3196";"war";"VAFIN";"sein";""
"t3197";",";"$,";",";""
"t3198";"worauf";"PWAV";"worauf";""
"t3199";"das";"ART";"d";""
"t3200";"Datum";"NN";"Datum";""
"t3201";"stand";"VVFIN";"stehen";""
"t3202";",";"$,";",";""
"t3203";"wann";"PWAV";"wann";""
"t3204";",";"$,";",";""
"t3205";"der";"ART";"d";""
"t3206";"Jahreszeit";"NN";"Jahreszeit";""
"t3207";"nach";"PTKVZ";"nach";""
"t3208";",";"$,";",";""
"t3209";"diese";"PDAT";"dies";""
"t3210";"Stücke";"NN";"Stück";""
"t3211";"angezogen";"VVPP";"anziehen";""
"t3212";"werden";"VAINF";"werden";""
"t3213";"sollten";"VMFIN";"sollen";""
"t3214";".";"$.";".";""
"t3215";"Gleiche";"ADJA";"gleich";""
"t3216";"regelmäßige";"ADJA";"regelmäßig";""
"t3217";"Anordnung";"NN";"Anordnung";""
"t3218";"auch";"ADV";"auch";""
"t3219";"für";"APPR";"für";""
"t3220";"die";"ART";"d";""
"t3221";"Fußbekleidung";"NN";"Fußbekleidung";""
"t3222";".";"$.";".";""
"t3223";"Im";"APPRART";"im";""
"t3224";"Allgemeinen";"NN";"Allgemeine";""
"t3225";"war";"VAFIN";"sein";""
"t3226";"dieses";"PDAT";"dies";""
"t3227";"Haus";"NN";"Haus";""
"t3228";"der";"ART";"d";""
"t3229";"Savile";"NN";"<unknown>";""
"t3230";"Row";"NE";"<unknown>";"B-ORG"
"t3231";"–";"ADJD";"<unknown>";""
"t3232";"welches";"PIS";"welch";""
"t3233";"zur";"APPRART";"zur";""
"t3234";"Zeit";"NN";"Zeit";""
"t3235";"des";"ART";"d";""
"t3236";"berühmten";"ADJA";"berühmt";""
"t3237";",";"$,";",";""
"t3238";"aber";"KON";"aber";""
"t3239";"zerstreuten";"VVFIN";"zerstreuen";""
"t3240";"Sheridan";"NE";"<unknown>";"B-PER"
"t3241";"ein";"ART";"ein";""
"t3242";"Tempel";"NN";"Tempel";""
"t3243";"der";"ART";"d";""
"t3244";"Unordnung";"NN";"Unordnung";""
"t3245";"gewesen";"VAPP";"sein";""
"t3246";"sein";"VAINF";"sein";""
"t3247";"muss";"VMFIN";"müssen";""
"t3248";"–";"ADJD";"<unknown>";""
"t3249";"bequem";"ADJD";"bequem";""
"t3250";"möbliert";"VVPP";"möblieren";""
"t3251";",";"$,";",";""
"t3252";"einer";"ART";"ein";""
"t3253";"hübschen";"ADJA";"hübsch";""
"t3254";"Gemächlichkeit";"NN";"Gemächlichkeit";""
"t3255";"entsprechend";"ADJD";"entsprechend";""
"t3256";".";"$.";".";""
"t3257";"Keine";"PIAT";"kein";""
"t3258";"Bibliothek";"NN";"Bibliothek";""
"t3259";",";"$,";",";""
