"token ID";"tokens";"POStags";"lemmas";"namedEntities"
"t694";"machte";"VVFIN";"machen";""
"t695";".";"$.";".";""
"t696";"Sein";"PPOSAT";"sein";""
"t697";"einziger";"ADJA";"einzig";""
"t698";"Zeitvertreib";"NN";"Zeitvertreib";""
"t699";"bestand";"VVFIN";"bestehen";""
"t700";"im";"APPRART";"im";""
"t701";"Lesen";"NN";"Lese|Lesen";""
"t702";"der";"ART";"d";""
"t703";"Journale";"NN";"Journal";""
"t704";"und";"KON";"und";""
"t705";"im";"APPRART";"im";""
"t706";"Whistspiel";"NN";"<unknown>";""
"t707";".";"$.";".";""
"t708";"Bei";"APPR";"bei";""
"t709";"diesem";"PDAT";"dies";""
"t710";"schweigsamen";"ADJA";"schweigsam";""
"t711";"Spiel";"NN";"Spiel";""
"t712";",";"$,";",";""
"t713";"welches";"PRELS";"welch";""
"t714";"so";"ADV";"so";""
"t715";"sehr";"ADV";"sehr";""
"t716";"seiner";"PPOSAT";"sein";""
"t717";"Natur";"NN";"Natur";""
"t718";"angemessen";"VVPP";"anmessen";""
"t719";"war";"VAFIN";"sein";""
"t720";",";"$,";",";""
"t721";"gewann";"VVFIN";"gewinnen";""
"t722";"er";"PPER";"er";""
"t723";"oft";"ADV";"oft";""
"t724";",";"$,";",";""
"t725";"aber";"KON";"aber";""
"t726";"seine";"PPOSAT";"sein";""
"t727";"Gewinne";"NN";"Gewinn";""
"t728";"flossen";"VVFIN";"fließen";""
"t729";"nie";"ADV";"nie";""
"t730";"in";"APPR";"in";""
"t731";"seine";"PPOSAT";"sein";""
"t732";"eigene";"ADJA";"eigen";""
"t733";"Börse";"NN";"Börse";""
"t734";",";"$,";",";""
"t735";"sondern";"KON";"sondern";""
"t736";"bildeten";"VVFIN";"bilden";""
"t737";"einen";"ART";"ein";""
"t738";"erheblichen";"ADJA";"erheblich";""
"t739";"Posten";"NN";"Posten";""
"t740";"auf";"APPR";"auf";""
"t741";"seinem";"PPOSAT";"sein";""
"t742";"Barmherzigkeits-Konto";"NN";"<unknown>";""
"t743";".";"$.";".";""
"t744";"Übrigens";"ADV";"übrigens";""
"t745";"ist";"VAFIN";"sein";""
"t746";"wohl";"ADV";"wohl";""
"t747";"zu";"PTKZU";"zu";""
"t748";"merken";"VVINF";"merken";""
"t749";",";"$,";",";""
"t750";"Herr";"NN";"Herr";""
"t751";"Fogg";"NE";"<unknown>";"B-PER"
"t752";"spielte";"VVFIN";"spielen";""
"t753";"offenbar";"ADJD";"offenbar";""
"t754";"um";"APPR";"um";""
"t755";"des";"ART";"d";""
"t756";"Spieles";"NN";"Spiel";""
"t757";"willen";"APPO";"willen";""
"t758";",";"$,";",";""
"t759";"nicht";"PTKNEG";"nicht";""
"t760";"um";"PTKVZ";"um";""
"t761";"zu";"PTKZU";"zu";""
"t762";"gewinnen";"VVINF";"gewinnen";""
"t763";".";"$.";".";""
"t764";"Das";"ART";"d";""
"t765";"Spiel";"NN";"Spiel";""
"t766";"war";"VAFIN";"sein";""
"t767";"ihm";"PPER";"er";""
"t768";"ein";"ART";"ein";""
"t769";"Ringen";"NN";"Ring|Ringen";""
"t770";"mit";"APPR";"mit";""
"t771";"einer";"ART";"ein";""
"t772";"Schwierigkeit";"NN";"Schwierigkeit";""
"t773";",";"$,";",";""
"t774";"das";"PRELS";"d";""
"t775";"jedoch";"ADV";"jedoch";""
"t776";"keine";"PIAT";"kein";""
"t777";"Bewegung";"NN";"Bewegung";""
"t778";",";"$,";",";""
"t779";"keine";"PIAT";"kein";""
"t780";"Platzveränderung";"NN";"Platzveränderung";""
"t781";",";"$,";",";""
"t782";"keine";"PIAT";"kein";""
"t783";"Ermüdung";"NN";"Ermüdung";""
"t784";"kostete";"VVFIN";"kosten";""
"t785";",";"$,";",";""
"t786";"und";"KON";"und";""
"t787";"das";"PDS";"d";""
"t788";"passte";"VVFIN";"passen";""
"t789";"zu";"APPR";"zu";""
"t790";"seinem";"PPOSAT";"sein";""
"t791";"Charakter";"NN";"Charakter";""
"t792";".";"$.";".";""
"t793";"Man";"PIS";"man";""
"t794";"wusste";"VVFIN";"wissen";""
"t795";"bei";"APPR";"bei";""
"t796";"Phileas";"NE";"Philea";"B-PER"
"t797";"Fogg";"NE";"<unknown>";"I-PER"
"t798";"nichts";"PIS";"nichts";""
"t799";"von";"APPR";"von";""
"t800";"Weib";"NN";"Weib";""
"t801";"oder";"KON";"oder";""
"t802";"Kind";"NN";"Kind";""
"t803";"–";"ADJD";"<unknown>";""
"t804";"was";"PIS";"was";""
"t805";"den";"ART";"d";""
"t806";"ehrenhaftesten";"ADJA";"ehrenhaft";""
"t807";"Menschen";"NN";"Mensch";""
"t808";"passieren";"VVINF";"passieren";""
"t809";"kann";"VMFIN";"können";""
"t810";"–";"NN";"<unknown>";""
"t811";"noch";"ADV";"noch";""
"t812";"von";"APPR";"von";""
"t813";"Verwandten";"NN";"Verwandte|Verwandter";""
"t814";"oder";"KON";"oder";""
"t815";"Freunden";"NN";"Freund";""
"t816";",";"$,";",";""
"t817";"was";"PRELS";"was";""
"t818";"allerdings";"ADV";"allerdings";""
"t819";"seltener";"ADJD";"selten";""
"t820";"ist";"VAFIN";"sein";""
"t821";".";"$.";".";""
"t822";"Phileas";"NE";"Philea";"B-PER"
"t823";"Fogg";"NE";"<unknown>";"I-PER"
"t824";"war";"VAFIN";"sein";""
"t825";"der";"ART";"d";""
"t826";"einzige";"ADJA";"einzig";""
"t827";"Bewohner";"NN";"Bewohner";""
"t828";"seines";"PPOSAT";"sein";""
"t829";"Hauses";"NN";"Haus";""
"t830";"Savile";"NE";"<unknown>";"B-ORG"
"t831";"Row";"NE";"<unknown>";"I-ORG"
"t832";",";"$,";",";""
"t833";"und";"KON";"und";""
"t834";"kein";"PIAT";"kein";""
"t835";"Mensch";"NN";"Mensch";""
"t836";"sonst";"ADV";"sonst";""
"t837";"kam";"VVFIN";"kommen";""
"t838";"in";"APPR";"in";""
"t839";"dasselbe";"PDS";"dasselbe";""
"t840";"hinein";"PTKVZ";"hinein";""
"t841";",";"$,";",";""
"t842";"einen";"ART";"ein";""
"t843";"einzigen";"ADJA";"einzig";""
"t844";"Diener";"NN";"Diener";""
"t845";"ausgenommen";"VVPP";"ausnehmen";""
"t846";",";"$,";",";""
"t847";"der";"PRELS";"d";""
"t848";"ihm";"PPER";"er";""
"t849";"genügte";"VVFIN";"genügen";""
"t850";".";"$.";".";""
"t851";"Was";"PWS";"was";""
"t852";"im";"APPRART";"im";""
"t853";"Innern";"NN";"Innere";""
"t854";"desselben";"PDS";"derselbe";""
"t855";"vorging";"VVFIN";"vorgehen";""
"t856";",";"$,";",";""
"t857";"davon";"PROAV";"davon";""
"t858";"war";"VAFIN";"sein";""
"t859";"niemals";"ADV";"niemals";""
"t860";"die";"ART";"d";""
"t861";"Rede";"NN";"Rede";""
"t862";".";"$.";".";""
"t863";"Er";"PPER";"er";""
"t864";"frühstückte";"VVFIN";"frühstücken";""
"t865";"und";"KON";"und";""
"t866";"speiste";"VVFIN";"speisen";""
"t867";"zu";"APPR";"zu";""
"t868";"Mittag";"NN";"Mittag";""
"t869";"im";"APPRART";"im";""
"t870";"Club";"NN";"Club";""
"t871";",";"$,";",";""
"t872";"zu";"APPR";"zu";""
"t873";"chronometrisch";"ADJD";"<unknown>";""
"t874";"bestimmten";"ADJA";"bestimmt";""
"t875";"Stunden";"NN";"Stunde|Stunden";""
"t876";",";"$,";",";""
"t877";"in";"APPR";"in";""
"t878";"demselben";"PDAT";"derselbe";""
"t879";"Saal";"NN";"Saal";""
"t880";",";"$,";",";""
"t881";"an";"APPR";"an";""
"t882";"demselben";"PDAT";"derselbe";""
"t883";"Tische";"NN";"Tisch";""
"t884";",";"$,";",";""
"t885";"traktierte";"VVFIN";"traktieren";""
"t886";"niemals";"ADV";"niemals";""
"t887";"einen";"ART";"ein";""
"t888";"Kollegen";"NN";"Kollege";""
"t889";",";"$,";",";""
"t890";"lud";"VVFIN";"laden";""
"t891";"nie";"ADV";"nie";""
"t892";"einen";"PIS";"ein";""
"t893";"auswärts";"ADV";"auswärts";""
"t894";"ein";"PTKVZ";"ein";""
"t895";",";"$,";",";""
"t896";"und";"KON";"und";""
"t897";"kehrte";"VVFIN";"kehren";""
"t898";"nur";"ADV";"nur";""
"t899";"zum";"APPRART";"zum";""
"t900";"Schlafen";"NN";"Schlafen";""
"t901";",";"$,";",";""
"t902";"Punkt";"NN";"Punkt";""
"t903";"zwölf";"CARD";"zwölf";""
"t904";"Uhr";"NN";"Uhr";""
"t905";"nachts";"ADV";"nachts";""
"t906";",";"$,";",";""
"t907";"nach";"APPR";"nach";""
"t908";"Hause";"NN";"Haus";""
"t909";",";"$,";",";""
"t910";"ohne";"KOUI";"ohne";""
"t911";"jemals";"ADV";"jemals";""
"t912";"von";"APPR";"von";""
"t913";"den";"ART";"d";""
"t914";"wohnlichen";"ADJA";"wohnlich";""
"t915";"Gemächern";"NN";"<unknown>";""
"t916";"Gebrauch";"NN";"Gebrauch";""
"t917";"zu";"PTKZU";"zu";""
"t918";"machen";"VVINF";"machen";""
"t919";",";"$,";",";""
"t920";"welche";"PRELS";"welch";""
"t921";"der";"ART";"d";""
"t922";"Reformclub";"NN";"<unknown>";""
"t923";"für";"APPR";"für";""
"t924";"seine";"PPOSAT";"sein";""
"t925";"Mitglieder";"NN";"Mitglied";""
"t926";"zur";"APPRART";"zur";""
"t927";"Verfügung";"NN";"Verfügung";""
"t928";"hält";"VVFIN";"halten";""
"t929";".";"$.";".";""
"t930";"Von";"APPR";"von";""
"t931";"vierundzwanzig";"CARD";"vierundzwanzig";""
"t932";"Stunden";"NN";"Stunde|Stunden";""
"t933";"brachte";"VVFIN";"bringen";""
"t934";"er";"PPER";"er";""
"t935";"zehn";"CARD";"zehn";""
"t936";"in";"APPR";"in";""
"t937";"seiner";"PPOSAT";"sein";""
"t938";"Wohnung";"NN";"Wohnung";""
"t939";"zu";"PTKVZ";"zu";""
"t940";",";"$,";",";""
"t941";"teils";"ADV";"teils";""
"t942";"zum";"APPRART";"zum";""
"t943";"Schlafen";"NN";"Schlafen";""
"t944";",";"$,";",";""
"t945";"teils";"ADV";"teils";""
"t946";"zur";"APPRART";"zur";""
"t947";"Beschäftigung";"NN";"Beschäftigung";""
"t948";"mit";"APPR";"mit";""
"t949";"seiner";"PPOSAT";"sein";""
"t950";"Toilette";"NN";"Toilette";""
"t951";".";"$.";".";""
"t952";"Spazieren";"NN";"Spazieren";""
"t953";"ging";"VVFIN";"gehen";""
"t954";"er";"PPER";"er";""
"t955";"unabänderlich";"ADJD";"unabänderlich";""
"t956";",";"$,";",";""
"t957";"mit";"APPR";"mit";""
"t958";"gleich";"ADJD";"gleich";""
"t959";"gemessenem";"ADJA";"gemessen";""
"t960";"Schritt";"NN";"Schritt";""
"t961";"in";"APPR";"in";""
"t962";"dem";"ART";"d";""
"t963";"mit";"APPR";"mit";""
"t964";"eingelegter";"ADJA";"eingelegt";""
"t965";"Arbeit";"NN";"Arbeit";""
"t966";"parquettierten";"ADJA";"<unknown>";""
"t967";"Eingangssaal";"NN";"Eingangssaal";""
"t968";"oder";"KON";"oder";""
"t969";"auf";"APPR";"auf";""
"t970";"dem";"ART";"d";""
"t971";"Rundgang";"NN";"Rundgang";""
"t972";",";"$,";",";""
"t973";"über";"APPR";"über";""
"t974";"welchem";"PRELS";"welch";""
"t975";"ein";"ART";"ein";""
"t976";"blaues";"ADJA";"blau";""
"t977";"Glasgewölbe";"NN";"Glasgewölbe";""
"t978";"auf";"APPR";"auf";""
"t979";"zwanzig";"CARD";"zwanzig";""
"t980";"ionischen";"ADJA";"<unknown>";""
"t981";"Säulen";"NN";"Säule";""
"t982";"von";"APPR";"von";""
"t983";"rotem";"ADJA";"rot";""
"t984";"Porphyr";"NN";"<unknown>";""
"t985";"ruhte";"VVFIN";"ruhen";""
"t986";".";"$.";".";""
"t987";"Bei";"APPR";"bei";""
"t988";"der";"ART";"d";""
"t989";"Mahlzeit";"NN";"Mahlzeit";""
"t990";"oder";"KON";"oder";""
"t991";"dem";"ART";"d";""
"t992";"Frühstück";"NN";"Frühstück";""
"t993";"lieferten";"VVFIN";"liefern";""
"t994";"die";"ART";"d";""
"t995";"Küche";"NN";"Küche";""
"t996";"und";"KON";"und";""
"t997";"Speisekammer";"NN";"Speisekammer";""
"t998";",";"$,";",";""
"t999";"die";"ART";"d";""
"t1000";"Konditorei";"NN";"Konditorei";""
"t1001";",";"$,";",";""
"t1002";"der";"ART";"d";""
"t1003";"Fischbehälter";"NN";"<unknown>";""
"t1004";"und";"KON";"und";""
"t1005";"die";"ART";"d";""
"t1006";"Milchstube";"NN";"<unknown>";""
"t1007";"ihre";"PPOSAT";"ihr";""
"t1008";"besten";"ADJA";"gut";""
"t1009";"Gerichte";"NN";"Gericht";""
"t1010";";";"$.";";";""
"t1011";"die";"ART";"d";""
"t1012";"Clubdiener";"NN";"<unknown>";""
"t1013";",";"$,";",";""
"t1014";"gesetzte";"ADJA";"gesetzt";""
"t1015";"Leute";"NN";"Leute";""
"t1016";"in";"APPR";"in";""
"t1017";"schwarzer";"ADJA";"schwarz";""
"t1018";"Kleidung";"NN";"Kleidung";""
"t1019";"und";"KON";"und";""
"t1020";"mit";"APPR";"mit";""
"t1021";"Moltonschuhen7";"ADJD";"<unknown>";""
"t1022";",";"$,";",";""
"t1023";"bedienten";"VVFIN";"bedienen";""
"t1024";"ihn";"PPER";"er";""
"t1025";"auf";"APPR";"auf";""
"t1026";"besonderem";"ADJA";"besonder";""
"t1027";"Porzellan";"NN";"Porzellan";""
"t1028";"und";"KON";"und";""
"t1029";"Tafelweißzeug";"NN";"<unknown>";""
"t1030";"von";"APPR";"von";""
"t1031";"kostbarer";"ADJA";"kostbar";""
"t1032";"sächsischer";"ADJA";"sächsisch";""
"t1033";"Leinwand";"NN";"Leinwand";""
"t1034";";";"$.";";";""
"t1035";"seinen";"PPOSAT";"sein";""
"t1036";"Sherry";"NN";"Sherry";""
"t1037";"oder";"KON";"oder";""
"t1038";"Porto";"NN";"Porto";""
"t1039";",";"$,";",";""
"t1040";"seinen";"PPOSAT";"sein";""
"t1041";"mit";"APPR";"mit";""
"t1042";"feinstem";"ADJA";"fein";""
"t1043";"Zimt";"NN";"Zimt";""
"t1044";"und";"KON";"und";""
"t1045";"Orangenblüten";"NN";"Orangenblüte";""
"t1046";"gemischten";"ADJA";"gemischt";""
"t1047";"Claret8";"NN";"<unknown>";""
"t1048";"trank";"VVFIN";"trinken";""
"t1049";"er";"PPER";"er";""
"t1050";"aus";"APPR";"aus";""
"t1051";"dem";"ART";"d";""
"t1052";"seltensten";"ADJA";"selten";""
"t1053";"Kristall";"NN";"Kristall";""
"t1054";"des";"ART";"d";""
"t1055";"Clubs";"NN";"Club";""
"t1056";";";"$.";";";""
"t1057";"und";"KON";"und";""
"t1058";"das";"ART";"d";""
"t1059";"Eis";"NN";"Eis";""
"t1060";",";"$,";",";""
"t1061";"welches";"PRELS";"welch";""
"t1062";"der";"ART";"d";""
"t1063";"Club";"NN";"Club";""
"t1064";"mit";"APPR";"mit";""
"t1065";"schweren";"ADJA";"schwer";""
"t1066";"Kosten";"NN";"Kosten";""
"t1067";"aus";"APPR";"aus";""
"t1068";"den";"ART";"d";""
"t1069";"Seen";"NN";"See";""
"t1070";"Amerikas";"NE";"Amerika";"B-LOC"
"t1071";"bezog";"VVFIN";"beziehen";""
"t1072";",";"$,";",";""
"t1073";"erhielt";"VVFIN";"erhalten";""
"t1074";"seinen";"PPOSAT";"sein";""
"t1075";"Trunk";"NN";"Trunk";""
"t1076";"in";"APPR";"in";""
"t1077";"erquicklicher";"ADJA";"<unknown>";""
"t1078";"Frische";"NN";"Frische";""
"t1079";".";"$.";".";""
"t1080";"Wenn";"KOUS";"wenn";""
"t1081";"man";"PIS";"man";""
"t1082";"ein";"ART";"ein";""
"t1083";"Leben";"NN";"Leben";""
"t1084";"in";"APPR";"in";""
"t1085";"solchen";"PIAT";"solch";""
"t1086";"Verhältnissen";"NN";"Verhältnis";""
"t1087";"exzentrisch";"ADJD";"exzentrisch";""
"t1088";"nennt";"VVFIN";"nennen";""
"t1089";",";"$,";",";""
"t1090";"so";"ADV";"so";""
"t1091";"muss";"VMFIN";"müssen";""
"t1092";"man";"PIS";"man";""
"t1093";"zugeben";"VVINF";"zugeben";""
"t1094";",";"$,";",";""
"t1095";"dass";"KOUS";"dass";""
"t1096";"Exzentrizität";"NN";"Exzentrizität";""
"t1097";"etwas";"PIAT";"etwas";""
"t1098";"Gutes";"NN";"Gut|Gute";""
"t1099";"enthält";"VVFIN";"enthalten";""
"t1100";"!";"$.";"!";""
"t1101";"Das";"ART";"d";""
"t1102";"nicht";"PTKNEG";"nicht";""
"t1103";"eben";"ADV";"eben";""
"t1104";"prachtvolle";"ADJA";"prachtvoll";""
"t1105";"Haus";"NN";"Haus";""
"t1106";"in";"APPR";"in";""
"t1107";"Savile";"NE";"<unknown>";"B-GPE"
"t1108";"Row";"NE";"<unknown>";""
"t1109";"empfahl";"VVFIN";"empfehlen";""
"t1110";"sich";"PRF";"er|es|sie";""
"t1111";"durch";"APPR";"durch";""
"t1112";"größte";"ADJA";"groß";""
"t1113";"Bequemlichkeit";"NN";"Bequemlichkeit";""
"t1114";".";"$.";".";""
"t1115";"Übrigens";"ADV";"übrigens";""
"t1116";"beschränkte";"VVFIN";"beschränken";""
"t1117";"sich";"PRF";"er|es|sie";""
"t1118";",";"$,";",";""
"t1119";"bei";"APPR";"bei";""
"t1120";"den";"ART";"d";""
"t1121";"unabänderlichen";"ADJA";"unabänderlich";""
"t1122";"Gewohnheiten";"NN";"Gewohnheit";""
"t1123";"des";"ART";"d";""
"t1124";"Mieters";"NN";"Mieter";""
"t1125";",";"$,";",";""
"t1126";"seine";"PPOSAT";"sein";""
"t1127";"Bedienung";"NN";"Bedienung";""
"t1128";"auf";"APPR";"auf";""
"t1129";"geringe";"ADJA";"gering";""
"t1130";"Anforderungen";"NN";"Anforderung";""
"t1131";".";"$.";".";""
"t1132";"Doch";"ADV";"doch";""
"t1133";"verlangte";"VVFIN";"verlangen";""
"t1134";"Phileas";"NE";"Philea";"B-PER"
"t1135";"Fogg";"NE";"<unknown>";"I-PER"
"t1136";"von";"APPR";"von";""
"t1137";"seinem";"PPOSAT";"sein";""
"t1138";"einzigen";"ADJA";"einzig";""
"t1139";"Diener";"NN";"Diener";""
"t1140";"eine";"ART";"ein";""
"t1141";"außerordentliche";"ADJA";"außerordentlich";""
"t1142";"Pünktlichkeit";"NN";"Pünktlichkeit";""
"t1143";"und";"KON";"und";""
"t1144";"Regelmäßigkeit";"NN";"Regelmäßigkeit";""
"t1145";".";"$.";".";""
"t1146";"An";"APPR";"an";""
"t1147";"diesem";"PDAT";"dies";""
"t1148";"Tage";"NN";"Tag";""
"t1149";",";"$,";",";""
"t1150";"2.";"ADJA";"2.";""
"t1151";"Oktober";"NN";"Oktober";""
"t1152";",";"$,";",";""
"t1153";"hatte";"VAFIN";"haben";""
"t1154";"Phileas";"NE";"Philea";"B-PER"
"t1155";"Fogg";"NE";"<unknown>";"I-PER"
"t1156";"seinen";"PPOSAT";"sein";""
"t1157";"Burschen";"NN";"Bursche";""
"t1158";"James";"NE";"James";"B-PER"
"t1159";"Forster";"NE";"Forster";"I-PER"
"t1160";"entlassen";"VVPP";"entlassen";""
"t1161";",";"$,";",";""
"t1162";"weil";"KOUS";"weil";""
"t1163";"er";"PPER";"er";""
"t1164";"ihm";"PPER";"er";""
"t1165";"zum";"APPRART";"zum";""
"t1166";"Rasieren";"NN";"Rasieren";""
"t1167";"Wasser";"NN";"Wasser";""
"t1168";"gebracht";"VVPP";"bringen";""
"t1169";"hatte";"VAFIN";"haben";""
"t1170";",";"$,";",";""
"t1171";"das";"PRELS";"d";""
"t1172";"vierundachtzig";"CARD";"vierundachtzig";""
"t1173";"anstatt";"APPR";"anstatt";""
"t1174";"sechsundachtzig";"CARD";"sechsundachtzig";""
"t1175";"Grad";"NN";"Grad";""
"t1176";"Fahrenheit";"NN";"Fahrenheit";""
"t1177";"heiß";"ADJD";"heiß";""
"t1178";"war";"VAFIN";"sein";""
"t1179";",";"$,";",";""
"t1180";"und";"KON";"und";""
"t1181";"er";"PPER";"er";""
"t1182";"erwartete";"VVFIN";"erwarten";""
"t1183";"den";"ART";"d";""
"t1184";"Nachfolger";"NN";"Nachfolger";""
"t1185";"desselben";"PDS";"derselbe";""
"t1186";",";"$,";",";""
"t1187";"welcher";"PRELS";"welch";""
"t1188";"sich";"PRF";"er|es|sie";""
"t1189";"zwischen";"APPR";"zwischen";""
"t1190";"elf";"CARD";"elf";""
"t1191";"und";"KON";"und";""
"t1192";"halb";"ADJD";"halb";""
"t1193";"zwölf";"CARD";"zwölf";""
"t1194";"Uhr";"NN";"Uhr";""
"t1195";"ihm";"PPER";"er";""
"t1196";"vorstellen";"VVINF";"vorstellen";""
"t1197";"sollte";"VMFIN";"sollen";""
"t1198";".";"$.";".";""
"t1199";"Phileas";"NE";"Philea";"B-PER"
"t1200";"Fogg";"NE";"<unknown>";"I-PER"
"t1201";"saß";"VVFIN";"sitzen";""
"t1202";"breit";"ADJD";"breit";""
"t1203";"in";"APPR";"in";""
"t1204";"seinem";"PPOSAT";"sein";""
"t1205";"Fauteuil";"NE";"<unknown>";"B-LOC"
"t1206";",";"$,";",";""
"t1207";"beide";"PIAT";"beide";""
"t1208";"Füße";"NN";"Fuß";""
"t1209";"beieinander";"PTKVZ";"beieinander";""
"t1210";",";"$,";",";""
"t1211";"wie";"KOUS";"wie";""
"t1212";"ein";"ART";"ein";""
"t1213";"Soldat";"NN";"Soldat";""
"t1214";"auf";"APPR";"auf";""
"t1215";"der";"ART";"d";""
"t1216";"Parade";"NN";"Parade";""
"t1217";",";"$,";",";""
"t1218";"die";"ART";"d";""
"t1219";"Hände";"NN";"Hand";""
"t1220";"auf";"APPR";"auf";""
"t1221";"die";"ART";"d";""
"t1222";"Knie";"NE";"Knie";"B-PER"
"t1223";"gestützt";"VVPP";"stützen";""
"t1224";",";"$,";",";""
"t1225";"den";"ART";"d";""
"t1226";"Leib";"NN";"Leib";""
"t1227";"gerade";"PTKVZ";"gerade";""
"t1228";",";"$,";",";""
"t1229";"den";"ART";"d";""
"t1230";"Kopf";"NN";"Kopf";""
"t1231";"aufrecht";"PTKVZ";"aufrecht";""
"t1232";",";"$,";",";""
"t1233";"und";"KON";"und";""
"t1234";"sah";"VVFIN";"sehen";""
"t1235";"auf";"APPR";"auf";""
"t1236";"die";"ART";"d";""
"t1237";"Pendeluhr";"NN";"Pendeluhr";""
"t1238";",";"$,";",";""
"t1239";"welche";"PRELS";"welch";""
"t1240";"Stunden";"NN";"Stunde|Stunden";""
"t1241";",";"$,";",";""
"t1242";"Minuten";"NN";"Minute";""
"t1243";",";"$,";",";""
"t1244";"Sekunden";"NN";"Sekund|Sekunde";""
"t1245";",";"$,";",";""
"t1246";"Tag";"NN";"Tag";""
"t1247";"und";"KON";"und";""
"t1248";"Datum";"NN";"Datum";""
"t1249";"anzeigte";"VVFIN";"anzeigen";""
"t1250";".";"$.";".";""
"t1251";"Nach";"APPR";"nach";""
"t1252";"seiner";"PPOSAT";"sein";""
"t1253";"Gewohnheit";"NN";"Gewohnheit";""
"t1254";"sollte";"VMFIN";"sollen";""
"t1255";"Herr";"NN";"Herr";""
"t1256";"Fogg";"NE";"<unknown>";"B-PER"
"t1257";"Schlag";"NN";"Schlag";""
"t1258";"halb";"ADJD";"halb";""
"t1259";"zwölf";"CARD";"zwölf";""
"t1260";"Uhr";"NN";"Uhr";""
"t1261";"sich";"PRF";"er|es|sie";""
"t1262";"aus";"APPR";"aus";""
"t1263";"dem";"ART";"d";""
"t1264";"Hause";"NN";"Haus";""
"t1265";"auf";"APPR";"auf";""
"t1266";"den";"ART";"d";""
"t1267";"Reformclub";"NN";"<unknown>";""
"t1268";"begeben";"VVPP";"begeben";""
"t1269";".";"$.";".";""
"t1270";"In";"APPR";"in";""
"t1271";"diesem";"PDAT";"dies";""
"t1272";"Augenblicke";"NN";"Augenblick";""
"t1273";"klopfte";"VVFIN";"klopfen";""
"t1274";"es";"PPER";"es";""
"t1275";"an";"APPR";"an";""
"t1276";"die";"ART";"d";""
"t1277";"Türe";"NN";"Türe";""
"t1278";"des";"ART";"d";""
"t1279";"kleinen";"ADJA";"klein";""
"t1280";"Salons";"NN";"Salon";""
"t1281";",";"$,";",";""
"t1282";"worin";"PWAV";"worin";""
"t1283";"sich";"PRF";"er|es|sie";""
"t1284";"Phileas";"NE";"Philea";"B-PER"
"t1285";"Fogg";"NE";"<unknown>";"I-PER"
"t1286";"aufhielt";"VVFIN";"aufhalten";""
"t1287";".";"$.";".";""
"t1288";"Der";"ART";"d";""
"t1289";"verabschiedete";"ADJA";"verabschiedet";""
"t1290";"Diener";"NN";"Diener";""
"t1291";"trat";"VVFIN";"treten";""
"t1292";"ein";"PTKVZ";"ein";""
"t1293";".";"$.";".";""
"t1294";"»";"$(";"»";""
"t1295";"Der";"ART";"d";""
"t1296";"neue";"ADJA";"neu";""
"t1297";"Diener";"NN";"Diener";""
"t1298";"«";"$(";"«";""
"t1299";",";"$,";",";""
"t1300";"sagte";"VVFIN";"sagen";""
"t1301";"er";"PPER";"er";""
"t1302";".";"$.";".";""
"t1303";"Ein";"ART";"eine";""
"t1304";"Bursche";"NN";"Bursche";""
"t1305";"von";"APPR";"von";""
"t1306";"etwa";"ADV";"etwa";""
"t1307";"dreißig";"CARD";"dreißig";""
"t1308";"Jahren";"NN";"Jahr";""
"t1309";"trat";"VVFIN";"treten";""
"t1310";"ein";"PTKVZ";"ein";""
"t1311";"und";"KON";"und";""
"t1312";"grüßte";"VVFIN";"grüßen";""
"t1313";".";"$.";".";""
"t1314";"»";"$(";"»";""
"t1315";"Sie";"PPER";"Sie|sie|sie";""
"t1316";"sind";"VAFIN";"sein";""
"t1317";"Franzose";"NN";"Franzose";""
"t1318";"und";"KON";"und";""
"t1319";"heißen";"VVFIN";"heißen";""
"t1320";"John";"NE";"John";"B-PER"
"t1321";"?";"$.";"?";""
"t1322";"«";"$(";"«";""
"t1323";"fragte";"VVFIN";"fragen";""
"t1324";"Phileas";"NE";"Philea";"B-PER"
"t1325";"Fogg";"NE";"<unknown>";"I-PER"
"t1326";".";"$.";".";""
"t1327";"»";"$(";"»";""
"t1328";"Jean";"NE";"Jean";"B-PER"
"t1329";",";"$,";",";""
"t1330";"belieben";"VVFIN";"belieben";""
"t1331";"mein";"PPOSAT";"mein";""
"t1332";"Herr";"NN";"Herr";""
"t1333";"«";"$(";"«";""
"t1334";",";"$,";",";""
"t1335";"erwiderte";"VVFIN";"erwidern";""
"t1336";"der";"ART";"d";""
"t1337";"neue";"ADJA";"neu";""
"t1338";"Diener";"NN";"Diener";""
"t1339";",";"$,";",";""
"t1340";"»";"$(";"»";""
"t1341";"Jean";"NE";"Jean";"B-PER"
"t1342";"Passepartout";"NN";"Passepartout";""
"t1343";",";"$,";",";""
"t1344";"ein";"ART";"ein";""
"t1345";"Beiname";"NN";"Beiname";""
"t1346";",";"$,";",";""
"t1347";"der";"PRELS";"d";""
"t1348";"mein";"PPOSAT";"mein";""
"t1349";"natürliches";"ADJA";"natürlich";""
"t1350";"Geschick";"NN";"Geschick";""
"t1351";",";"$,";",";""
"t1352";"mich";"PRF";"ich";""
"t1353";"aus";"APPR";"aus";""
"t1354";"Verlegenheiten";"NN";"Verlegenheit";""
"t1355";"zu";"PTKZU";"zu";""
"t1356";"ziehen";"VVINF";"ziehen";""
"t1357";",";"$,";",";""
"t1358";"bezeichnet";"VVPP";"bezeichnen";""
"t1359";".";"$.";".";""
